 Function Name                          Address         Relative Address Ordinal          Filename            Full Path                                Type
   DdEntry19                            0x7db058cd      0x000558cd       1189 (0x4a5)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DdEntry2                             0x7db05ead      0x00055ead       1201 (0x4b1)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DdEntry20                            0x7db0662d      0x0005662d       1191 (0x4a7)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DdEntry21                            0x7db057ed      0x000557ed       1192 (0x4a8)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DdEntry22                            0x7db0668d      0x0005668d       1193 (0x4a9)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DdEntry23                            0x7db0584d      0x0005584d       1194 (0x4aa)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DdEntry24                            0x7db0664d      0x0005664d       1195 (0x4ab)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DdEntry25                            0x7db066ad      0x000566ad       1196 (0x4ac)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

   DdEntry26                            0x7db066cd      0x000566cd       1197 (0x4ad)     gdi32.dll           C:\Windows\System32\gdi32.dll            Exported Function

